timestamp,pickup_district,dropoff_district,trip_duration_minutes,distance_km,fare_yen,wait_time_minutes,demand_multiplier,weather_influence,hour,day_of_week,is_rush_hour,is_weekend
2024-06-11 07:00:00,Ikebukuro,Harajuku,35.3,3.62,958,4.0,3.75,1.5,7,1,True,False
2024-06-13 01:00:00,Shibuya,Asakusa,12.5,12.06,1220,6.4,1.3,1.0,1,3,False,False
2024-06-22 15:00:00,Asakusa,Marunouchi,38.8,10.13,2335,3.3,3.78,2.1,15,5,False,True
2024-06-07 13:00:00,Tokyo Station,Ginza,9.6,7.09,1115,4.1,1.3,1.3,13,4,False,False
2024-06-16 20:00:00,Ebisu,Tokyo Station,19.1,11.08,1156,3.9,4.5,1.0,20,6,True,True
2024-07-01 00:00:00,Akasaka,Shibuya,12.5,3.26,586,6.9,1.3,1.0,0,0,False,False
2024-06-14 18:00:00,Ebisu,Ikebukuro,51.8,3.05,1483,7.2,6.0,2.4,18,4,True,False
2024-06-16 13:00:00,Akasaka,Harajuku,19.1,0.5,592,8.2,2.7,1.5,13,6,False,True
2024-06-26 14:00:00,Shibuya,Odaiba,5.0,11.8,1549,0.4,1.3,1.3,14,2,False,False
2024-06-23 10:00:00,Tokyo Station,Odaiba,68.2,6.79,1995,6.0,3.96,2.2,10,6,False,True
2024-06-16 05:00:00,Ikebukuro,Tokyo Station,31.3,7.95,1514,1.9,3.74,1.6,5,6,False,True
2024-06-20 10:00:00,Shibuya,Roppongi,13.8,1.22,661,3.7,1.5,1.5,10,3,False,False
2024-06-25 06:00:00,Roppongi,Harajuku,9.7,7.94,1196,2.3,1.3,1.3,6,1,False,False
2024-06-16 18:00:00,Ebisu,Shinjuku,42.2,2.8,1223,7.9,9.36,2.08,18,6,True,True
2024-06-19 14:00:00,Roppongi,Odaiba,41.3,7.24,2594,21.0,2.86,2.86,14,2,False,False
2024-06-17 15:00:00,Ueno,Ebisu,14.9,13.96,2038,5.8,1.5,1.5,15,0,False,False
2024-06-10 01:00:00,Odaiba,Asakusa,13.1,3.49,603,1.0,1.3,1.0,1,0,False,False
2024-06-16 03:00:00,Asakusa,Meguro,16.8,18.29,1673,3.6,2.34,1.0,3,6,False,True
2024-06-09 16:00:00,Tokyo Station,Shibuya,21.6,15.14,1888,0.4,2.34,1.3,16,6,False,True
2024-06-17 09:00:00,Akihabara,Ginza,23.3,11.79,1213,0.7,2.5,1.0,9,0,True,False
2024-06-19 18:00:00,Tokyo Station,Ebisu,25.3,7.48,1176,1.2,3.25,1.3,18,2,True,False
2024-06-19 19:00:00,Shinjuku,Tokyo Station,41.8,3.94,1473,3.9,5.5,2.2,19,2,True,False
2024-06-11 15:00:00,Ueno,Shinjuku,16.2,6.17,1040,0.1,1.3,1.3,15,1,False,False
2024-06-22 03:00:00,Ikebukuro,Roppongi,27.8,16.75,2205,5.9,3.28,1.4,3,5,False,True
2024-06-30 16:00:00,Roppongi,Ginza,10.1,11.17,2535,9.3,3.96,2.2,16,6,False,True
2024-06-22 04:00:00,Shinjuku,Harajuku,36.4,8.33,3017,9.8,7.21,3.08,4,5,False,True
2024-06-25 03:00:00,Harajuku,Shinjuku,24.9,14.43,2247,0.3,2.08,1.6,3,1,False,False
2024-06-27 06:00:00,Shinjuku,Ebisu,9.0,4.19,843,1.0,1.3,1.3,6,3,False,False
2024-06-30 22:00:00,Ebisu,Ueno,37.8,13.96,3051,14.3,5.15,2.2,22,6,False,True
2024-06-25 21:00:00,Harajuku,Shibuya,8.0,11.16,1149,1.5,1.0,1.0,21,1,False,False
2024-06-08 03:00:00,Marunouchi,Tokyo Station,30.4,8.35,1363,1.0,3.28,1.4,3,5,False,True
2024-06-13 09:00:00,Odaiba,Ginza,210.4,13.07,5737,32.9,16.02,6.41,9,3,True,False
2024-06-25 18:00:00,Ebisu,Ueno,20.6,5.44,753,0.8,2.5,1.0,18,1,True,False
2024-06-20 02:00:00,Akihabara,Odaiba,9.9,11.26,1158,4.5,1.3,1.0,2,3,False,False
2024-06-18 19:00:00,Akasaka,Ueno,5.7,6.22,791,5.6,2.5,1.0,19,1,True,False
2024-06-29 05:00:00,Odaiba,Harajuku,43.2,4.95,1638,9.0,5.15,2.2,5,5,False,True
2024-06-29 15:00:00,Ginza,Shinjuku,19.1,3.82,2092,2.9,5.94,3.3,15,5,False,True
2024-06-26 06:00:00,Shibuya,Ikebukuro,8.2,5.33,729,0.6,1.0,1.0,6,2,False,False
2024-06-04 23:00:00,Akihabara,Shibuya,14.0,6.66,1248,2.2,1.95,1.5,23,1,False,False
2024-06-18 05:00:00,Asakusa,Marunouchi,12.4,12.04,1217,0.6,1.3,1.0,5,1,False,False
2024-06-23 05:00:00,Asakusa,Akihabara,18.7,4.6,690,0.9,2.34,1.0,5,6,False,True
2024-06-08 07:00:00,Tokyo Station,Ikebukuro,71.3,6.2,1388,5.3,7.2,1.6,7,5,True,True
2024-06-22 08:00:00,Shibuya,Akasaka,156.6,10.26,4167,0.8,14.85,3.3,8,5,True,True
2024-06-22 10:00:00,Meguro,Asakusa,5.0,11.52,3865,3.1,5.94,3.3,10,5,False,True
2024-06-06 14:00:00,Akasaka,Odaiba,9.6,12.33,1606,1.8,1.3,1.3,14,3,False,False
2024-06-03 23:00:00,Ebisu,Ikebukuro,10.7,10.59,1111,0.0,1.3,1.0,23,0,False,False
2024-06-29 03:00:00,Akihabara,Ueno,49.9,8.99,2295,6.7,5.15,2.2,3,5,False,True
2024-06-03 04:00:00,Shibuya,Shibuya,15.7,4.76,1116,1.9,2.08,1.6,4,0,False,False
2024-06-25 11:00:00,Ikebukuro,Asakusa,13.6,0.5,808,7.3,2.08,2.08,11,1,False,False
2024-06-28 09:00:00,Odaiba,Ebisu,69.9,14.31,4147,10.3,7.15,2.86,9,4,True,False
2024-06-06 07:00:00,Asakusa,Harajuku,88.3,6.55,3197,16.3,8.75,3.5,7,3,True,False
2024-06-14 13:00:00,Odaiba,Marunouchi,14.9,14.02,1772,0.1,1.3,1.3,13,4,False,False
2024-06-18 15:00:00,Ueno,Roppongi,9.2,8.12,1211,1.0,1.3,1.3,15,1,False,False
2024-06-04 17:00:00,Ueno,Shinjuku,34.7,7.1,1334,6.1,3.75,1.5,17,1,True,False
2024-06-24 02:00:00,Shibuya,Akasaka,10.8,7.54,1159,3.5,1.69,1.3,2,0,False,False
2024-06-03 18:00:00,Ginza,Ikebukuro,22.4,8.32,1251,0.0,3.25,1.3,18,0,True,False
2024-06-16 21:00:00,Ikebukuro,Ueno,5.0,6.0,774,2.6,1.8,1.0,21,6,False,True
2024-06-12 04:00:00,Odaiba,Ueno,13.6,11.53,1892,4.5,2.08,1.6,4,2,False,False
2024-06-18 01:00:00,Akasaka,Harajuku,9.1,16.37,1526,2.2,1.3,1.0,1,1,False,False
2024-06-25 16:00:00,Roppongi,Akasaka,14.8,7.06,1931,5.9,2.24,2.24,16,1,False,False
2024-06-18 22:00:00,Shibuya,Tokyo Station,38.4,8.08,3180,35.5,4.29,3.3,22,1,False,False
2024-06-17 20:00:00,Ebisu,Ginza,53.4,7.32,1483,8.1,4.0,1.6,20,0,True,False
2024-06-08 21:00:00,Marunouchi,Ebisu,19.4,11.77,3451,2.5,5.15,2.86,21,5,False,True
2024-06-19 23:00:00,Marunouchi,Akihabara,11.7,13.37,1313,7.6,1.3,1.0,23,2,False,False
2024-06-15 08:00:00,Asakusa,Ikebukuro,154.2,0.5,1225,1.6,9.9,2.2,8,5,True,True
2024-06-19 00:00:00,Akihabara,Asakusa,13.7,5.12,938,0.3,1.69,1.3,0,2,False,False
2024-06-09 11:00:00,Roppongi,Akihabara,19.3,10.02,1729,18.9,2.88,1.6,11,6,False,True
2024-06-03 19:00:00,Akihabara,Roppongi,20.4,4.05,1044,1.3,4.0,1.6,19,0,True,False
2024-06-14 18:00:00,Tokyo Station,Harajuku,59.1,11.66,2992,4.2,6.0,2.4,18,4,True,False
2024-06-02 23:00:00,Meguro,Meguro,16.1,7.01,860,1.3,2.34,1.0,23,6,False,True
2024-06-03 20:00:00,Shibuya,Ginza,27.7,6.15,812,1.2,2.5,1.0,20,0,True,False
2024-06-29 21:00:00,Ikebukuro,Ikebukuro,16.3,5.85,777,3.1,1.8,1.0,21,5,False,True
2024-06-24 22:00:00,Roppongi,Shibuya,13.6,6.94,852,5.5,1.3,1.0,22,0,False,False
2024-06-06 18:00:00,Odaiba,Ebisu,94.3,5.82,2483,3.0,7.15,2.86,18,3,True,False
2024-06-28 18:00:00,Harajuku,Harajuku,8.3,12.29,1231,6.5,2.5,1.0,18,4,True,False
2024-06-23 16:00:00,Ginza,Ueno,26.0,3.66,820,12.0,2.34,1.3,16,6,False,True
2024-06-22 22:00:00,Shinjuku,Ueno,25.5,10.55,1802,3.9,3.74,1.6,22,5,False,True
2024-06-17 13:00:00,Ikebukuro,Harajuku,5.5,11.72,1542,8.5,1.3,1.3,13,0,False,False
2024-06-03 07:00:00,Shibuya,Ebisu,34.6,7.83,1224,5.4,3.25,1.3,7,0,True,False
2024-06-26 19:00:00,Marunouchi,Ueno,56.1,5.45,1750,0.1,5.5,2.2,19,2,True,False
2024-06-01 18:00:00,Ikebukuro,Shibuya,33.2,6.65,2820,2.2,14.85,3.3,18,5,True,True
2024-06-23 23:00:00,Asakusa,Asakusa,25.2,7.09,877,8.3,2.34,1.0,23,6,False,True
2024-06-19 07:00:00,Asakusa,Asakusa,14.2,13.23,1306,4.9,2.5,1.0,7,2,True,False
2024-06-27 11:00:00,Odaiba,Marunouchi,25.9,9.75,2394,10.1,2.24,2.24,11,3,False,False
2024-06-21 10:00:00,Marunouchi,Ikebukuro,5.8,3.59,602,0.9,1.0,1.0,10,4,False,False
2024-06-13 18:00:00,Harajuku,Harajuku,25.5,13.8,2177,2.4,4.0,1.6,18,3,True,False
2024-06-09 14:00:00,Ikebukuro,Meguro,15.2,6.86,849,2.8,1.8,1.0,14,6,False,True
2024-06-01 14:00:00,Meguro,Tokyo Station,83.3,10.47,3465,11.5,5.24,2.91,14,5,False,True
2024-06-25 01:00:00,Asakusa,Akasaka,16.8,10.83,1136,0.2,1.3,1.0,1,1,False,False
2024-06-22 20:00:00,Ikebukuro,Tokyo Station,96.6,5.69,1206,0.3,6.3,1.4,20,5,True,True
2024-06-27 09:00:00,Odaiba,Ikebukuro,27.5,7.24,1158,8.6,3.25,1.3,9,3,True,False
2024-06-16 04:00:00,Tokyo Station,Ikebukuro,12.1,8.22,942,2.2,2.34,1.0,4,6,False,True
2024-06-29 12:00:00,Odaiba,Meguro,18.7,14.12,1787,1.3,2.34,1.3,12,5,False,True
2024-06-19 01:00:00,Akihabara,Marunouchi,35.0,14.41,3114,7.5,2.86,2.2,1,2,False,False
2024-06-18 15:00:00,Shibuya,Ueno,14.7,5.05,932,5.7,1.3,1.3,15,1,False,False
2024-06-14 00:00:00,Asakusa,Ginza,36.1,1.11,1011,2.8,2.86,2.2,0,4,False,False
2024-06-29 08:00:00,Asakusa,Tokyo Station,65.9,13.26,2849,4.3,9.36,2.08,8,5,True,True
2024-06-24 17:00:00,Ginza,Ginza,66.8,11.02,2516,4.4,5.2,2.08,17,0,True,False
2024-06-08 20:00:00,Ikebukuro,Roppongi,135.2,0.5,1175,3.1,9.9,2.2,20,5,True,True
2024-06-23 12:00:00,Marunouchi,Meguro,9.0,4.69,685,5.3,1.8,1.0,12,6,False,True
2024-06-24 14:00:00,Shinjuku,Ueno,11.5,16.2,2426,3.8,1.6,1.6,14,0,False,False
2024-06-23 13:00:00,Ueno,Shinjuku,45.7,21.45,4645,6.6,4.32,2.4,13,6,False,True
2024-06-03 20:00:00,Shinjuku,Shinjuku,23.9,8.31,963,3.3,2.5,1.0,20,0,True,False
2024-06-10 13:00:00,Marunouchi,Shibuya,11.2,0.5,501,7.8,1.3,1.3,13,0,False,False
2024-06-12 15:00:00,Odaiba,Tokyo Station,11.6,5.95,1245,11.1,1.6,1.6,15,2,False,False
2024-06-25 07:00:00,Odaiba,Marunouchi,27.2,13.16,1974,0.8,3.75,1.5,7,1,True,False
2024-06-05 17:00:00,Asakusa,Ebisu,77.1,9.7,2344,8.1,5.2,2.08,17,2,True,False
2024-06-08 16:00:00,Harajuku,Odaiba,19.7,11.01,1152,2.5,1.8,1.0,16,5,False,True
2024-06-14 03:00:00,Ueno,Ueno,9.2,0.96,416,1.0,1.3,1.0,3,4,False,False
2024-06-18 21:00:00,Ueno,Harajuku,17.2,0.62,642,5.5,1.6,1.6,21,1,False,False
2024-06-01 01:00:00,Ginza,Ebisu,23.3,10.14,1094,0.9,2.34,1.0,1,5,False,True
2024-06-11 23:00:00,Marunouchi,Harajuku,28.7,12.52,2798,2.6,2.86,2.2,23,1,False,False
2024-06-04 04:00:00,Harajuku,Roppongi,11.8,11.26,1161,0.3,1.3,1.0,4,1,False,False
2024-06-30 01:00:00,Roppongi,Ginza,20.9,13.83,1357,0.0,2.34,1.0,1,6,False,True
2024-06-11 18:00:00,Asakusa,Ueno,52.5,14.3,3142,4.7,5.5,2.2,18,1,True,False
2024-06-22 09:00:00,Meguro,Roppongi,72.7,9.89,2361,4.5,9.36,2.08,9,5,True,True
2024-06-10 05:00:00,Shibuya,Akasaka,21.5,16.19,1985,2.0,1.69,1.3,5,0,False,False
2024-06-15 01:00:00,Asakusa,Marunouchi,54.7,5.51,1756,3.7,5.15,2.2,1,5,False,True
2024-06-17 17:00:00,Ginza,Akasaka,13.8,7.39,885,0.9,2.5,1.0,17,0,True,False
2024-06-28 04:00:00,Meguro,Harajuku,7.9,5.48,740,6.6,1.3,1.0,4,4,False,False
2024-06-20 18:00:00,Akasaka,Ginza,5.0,13.4,1699,0.7,3.25,1.3,18,3,True,False
2024-06-29 05:00:00,Akasaka,Ueno,33.4,5.57,1709,8.1,5.15,2.2,5,5,False,True
2024-06-09 07:00:00,Ikebukuro,Odaiba,78.6,0.5,970,7.4,9.36,2.08,7,6,True,True
2024-06-20 06:00:00,Shinjuku,Roppongi,24.6,6.52,2004,3.7,2.4,2.4,6,3,False,False
2024-06-12 21:00:00,Tokyo Station,Ikebukuro,17.3,8.63,2151,2.6,2.2,2.2,21,2,False,False
2024-06-03 12:00:00,Marunouchi,Ebisu,8.4,13.89,1750,0.2,1.3,1.3,12,0,False,False
2024-06-28 18:00:00,Shinjuku,Ueno,5.7,8.97,989,5.4,2.5,1.0,18,4,True,False
2024-06-29 04:00:00,Shinjuku,Akasaka,5.8,5.52,740,0.7,2.34,1.0,4,5,False,True
2024-06-06 09:00:00,Shinjuku,Ikebukuro,64.6,6.74,1977,11.8,5.5,2.2,9,3,True,False
2024-06-28 06:00:00,Odaiba,Ueno,32.3,6.75,2461,11.6,2.86,2.86,6,4,False,False
2024-06-02 13:00:00,Akihabara,Harajuku,10.5,2.65,539,13.4,1.8,1.0,13,6,False,True
2024-06-23 00:00:00,Tokyo Station,Harajuku,19.4,0.5,395,2.9,2.34,1.0,0,6,False,True
2024-06-26 14:00:00,Ebisu,Harajuku,6.6,10.2,1402,1.4,1.3,1.3,14,2,False,False
2024-06-03 00:00:00,Ginza,Shinjuku,17.7,4.8,703,2.4,1.3,1.0,0,0,False,False
2024-06-10 02:00:00,Akihabara,Ueno,5.8,10.88,1127,4.0,1.3,1.0,2,0,False,False
2024-06-19 09:00:00,Ginza,Tokyo Station,16.7,7.12,868,3.8,2.5,1.0,9,2,True,False
2024-06-17 13:00:00,Akihabara,Shinjuku,15.6,7.57,1169,2.8,1.3,1.3,13,0,False,False
2024-06-29 20:00:00,Akasaka,Roppongi,69.2,10.47,1525,9.7,5.85,1.3,20,5,True,True
2024-06-05 05:00:00,Ueno,Ebisu,9.0,7.55,890,2.5,1.3,1.0,5,2,False,False
2024-06-23 22:00:00,Shinjuku,Akasaka,32.6,12.83,2078,3.6,3.74,1.6,22,6,False,True
2024-06-14 04:00:00,Ebisu,Shibuya,30.1,13.95,2864,3.8,2.7,2.08,4,4,False,False
2024-06-21 18:00:00,Odaiba,Tokyo Station,44.1,14.89,3272,2.4,5.6,2.24,18,4,True,False
2024-06-20 02:00:00,Odaiba,Shinjuku,14.7,17.36,1604,0.4,1.3,1.0,2,3,False,False
2024-06-20 07:00:00,Meguro,Asakusa,5.0,13.96,1347,2.8,2.5,1.0,7,3,True,False
2024-06-29 14:00:00,Ikebukuro,Akasaka,22.8,6.64,841,0.1,1.8,1.0,14,5,False,True
2024-06-18 14:00:00,Ueno,Shinjuku,9.5,14.5,2227,4.1,1.6,1.6,14,1,False,False
2024-06-06 04:00:00,Odaiba,Shinjuku,13.4,7.33,1232,3.2,1.82,1.4,4,3,False,False
2024-06-22 12:00:00,Tokyo Station,Harajuku,48.9,11.49,2933,16.0,4.32,2.4,12,5,False,True
2024-06-13 15:00:00,Akasaka,Ueno,11.5,10.35,1643,4.7,1.5,1.5,15,3,False,False
2024-06-02 11:00:00,Roppongi,Asakusa,55.7,7.3,2704,3.6,5.24,2.91,11,6,False,True
2024-06-08 22:00:00,Ueno,Akasaka,8.9,7.69,901,0.3,2.34,1.0,22,5,False,True
2024-06-11 16:00:00,Akihabara,Akasaka,24.1,12.95,4282,4.0,3.3,3.3,16,1,False,False
2024-07-01 00:00:00,Akasaka,Tokyo Station,14.9,12.51,1255,2.5,1.3,1.0,0,0,False,False
2024-06-04 11:00:00,Tokyo Station,Ginza,5.0,8.98,1285,0.5,1.3,1.3,11,1,False,False
2024-06-09 13:00:00,Ebisu,Ginza,15.3,11.28,1750,5.1,2.7,1.5,13,6,False,True
2024-06-20 18:00:00,Asakusa,Ikebukuro,29.3,9.28,1351,0.5,3.25,1.3,18,3,True,False
2024-06-11 15:00:00,Odaiba,Ebisu,6.1,16.89,2027,0.0,1.3,1.3,15,1,False,False
2024-06-16 19:00:00,Akihabara,Tokyo Station,349.1,2.46,3494,4.9,22.18,4.93,19,6,True,True
2024-06-25 08:00:00,Shibuya,Shibuya,19.3,10.32,1102,3.5,2.5,1.0,8,1,True,False
2024-06-10 08:00:00,Odaiba,Ginza,20.9,3.16,589,2.9,2.5,1.0,8,0,True,False
2024-06-26 03:00:00,Akihabara,Odaiba,21.0,6.14,1767,4.3,2.86,2.2,3,2,False,False
2024-06-06 16:00:00,Roppongi,Meguro,35.8,7.7,3499,1.1,4.0,4.0,16,3,False,False
2024-06-07 16:00:00,Ebisu,Ebisu,10.6,8.57,1448,1.9,1.5,1.5,16,4,False,False
2024-06-30 22:00:00,Roppongi,Ebisu,19.3,9.89,2358,0.1,5.15,2.2,22,6,False,True
2024-06-11 20:00:00,Marunouchi,Asakusa,28.1,8.59,989,3.5,2.5,1.0,20,1,True,False
2024-06-01 15:00:00,Akasaka,Ebisu,6.1,8.73,1555,0.9,2.88,1.6,15,5,False,True
2024-06-03 04:00:00,Harajuku,Ueno,14.3,13.57,2129,0.5,2.08,1.6,4,0,False,False
2024-06-03 02:00:00,Asakusa,Harajuku,6.8,4.49,868,2.1,1.69,1.3,2,0,False,False
2024-06-15 18:00:00,Harajuku,Ginza,103.7,9.6,3294,7.1,12.87,2.86,18,5,True,True
2024-06-27 00:00:00,Akasaka,Shinjuku,24.1,8.95,1514,10.7,1.95,1.5,0,3,False,False
2024-06-10 14:00:00,Akasaka,Ueno,15.0,13.45,1984,2.4,1.5,1.5,14,0,False,False
2024-06-19 16:00:00,Asakusa,Asakusa,10.6,3.69,922,2.8,1.5,1.5,16,2,False,False
2024-06-28 08:00:00,Tokyo Station,Ebisu,47.4,5.97,1316,4.9,4.0,1.6,8,4,True,False
2024-06-25 16:00:00,Marunouchi,Shibuya,27.4,5.97,1788,0.4,2.24,2.24,16,1,False,False
2024-06-07 12:00:00,Ebisu,Meguro,13.9,2.37,837,10.6,1.6,1.6,12,4,False,False
2024-06-11 08:00:00,Asakusa,Meguro,18.2,8.79,991,1.7,2.5,1.0,8,1,True,False
2024-06-15 22:00:00,Shibuya,Marunouchi,31.3,8.59,2064,14.4,4.87,2.08,22,5,False,True
2024-06-23 23:00:00,Odaiba,Shibuya,25.3,7.02,871,0.8,2.34,1.0,23,6,False,True
2024-06-18 00:00:00,Tokyo Station,Akihabara,7.2,10.22,1080,0.4,1.3,1.0,0,1,False,False
2024-06-01 12:00:00,Marunouchi,Marunouchi,10.7,7.38,880,3.5,1.8,1.0,12,5,False,True
2024-06-18 11:00:00,Meguro,Meguro,6.9,4.4,860,5.9,1.3,1.3,11,1,False,False
2024-06-16 12:00:00,Marunouchi,Akihabara,10.7,10.64,1450,1.3,2.34,1.3,12,6,False,True
2024-06-19 23:00:00,Shinjuku,Meguro,12.7,17.26,1594,4.0,1.3,1.0,23,2,False,False
2024-06-10 06:00:00,Asakusa,Tokyo Station,5.0,9.65,1348,1.4,1.3,1.3,6,0,False,False
2024-06-30 21:00:00,Harajuku,Harajuku,31.8,5.34,1138,0.2,2.7,1.5,21,6,False,True
2024-06-27 11:00:00,Ikebukuro,Marunouchi,25.7,12.38,2818,5.5,2.24,2.24,11,3,False,False
2024-06-06 00:00:00,Shibuya,Roppongi,29.0,8.67,2189,2.0,2.86,2.2,0,3,False,False
2024-06-10 03:00:00,Meguro,Shinjuku,5.9,7.32,870,0.1,1.3,1.0,3,0,False,False
2024-06-14 11:00:00,Akihabara,Odaiba,25.9,12.48,3620,4.1,2.86,2.86,11,4,False,False
2024-06-20 07:00:00,Roppongi,Marunouchi,26.9,8.83,1004,0.6,2.5,1.0,7,3,True,False
2024-06-07 10:00:00,Tokyo Station,Ginza,7.5,7.28,870,3.1,1.0,1.0,10,4,False,False
2024-06-21 18:00:00,Odaiba,Shinjuku,84.5,7.65,2213,0.5,5.6,2.24,18,4,True,False
2024-06-08 23:00:00,Shinjuku,Ebisu,42.7,18.17,3527,5.6,4.87,2.08,23,5,False,True
2024-06-26 05:00:00,Akihabara,Ueno,12.3,9.34,1024,0.9,1.3,1.0,5,2,False,False
2024-06-27 12:00:00,Marunouchi,Tokyo Station,24.2,2.85,1369,0.8,2.4,2.4,12,3,False,False
2024-06-08 23:00:00,Shibuya,Ebisu,39.7,5.79,1665,0.6,4.87,2.08,23,5,False,True
2024-06-17 11:00:00,Roppongi,Ebisu,16.2,13.14,1692,1.7,1.3,1.3,11,0,False,False
2024-06-07 08:00:00,Roppongi,Akasaka,17.0,11.08,1731,6.9,3.75,1.5,8,4,True,False
2024-06-26 08:00:00,Ikebukuro,Shibuya,15.7,8.41,961,0.3,2.5,1.0,8,2,True,False
2024-06-24 10:00:00,Roppongi,Akihabara,15.4,8.94,1497,0.5,1.5,1.5,10,0,False,False
2024-06-11 03:00:00,Akasaka,Ginza,12.9,9.65,1046,0.4,1.3,1.0,3,1,False,False
2024-06-22 19:00:00,Harajuku,Akihabara,13.9,16.65,1552,0.7,4.5,1.0,19,5,True,True
2024-06-01 12:00:00,Shinjuku,Harajuku,5.0,0.5,378,1.4,1.8,1.0,12,5,False,True
2024-06-20 14:00:00,Akasaka,Tokyo Station,21.3,11.84,1943,0.9,1.6,1.6,14,3,False,False
2024-06-13 07:00:00,Asakusa,Meguro,28.1,7.61,1376,0.4,3.75,1.5,7,3,True,False
2024-06-01 06:00:00,Marunouchi,Akihabara,25.7,3.93,650,1.3,1.8,1.0,6,5,False,True
2024-06-12 12:00:00,Marunouchi,Akasaka,61.7,12.14,4238,22.4,3.3,3.3,12,2,False,False
2024-06-17 14:00:00,Akasaka,Shinjuku,6.9,15.27,1444,1.2,1.0,1.0,14,0,False,False
2024-06-12 11:00:00,Ginza,Tokyo Station,7.8,11.54,1529,3.0,1.3,1.3,11,2,False,False
2024-06-27 15:00:00,Roppongi,Ebisu,7.3,18.48,1675,0.5,1.0,1.0,15,3,False,False
2024-06-03 06:00:00,Ebisu,Shibuya,13.7,11.01,1489,1.4,1.3,1.3,6,0,False,False
2024-06-02 10:00:00,Ikebukuro,Shibuya,32.7,9.46,1585,1.7,2.7,1.5,10,6,False,True
2024-06-25 10:00:00,Meguro,Tokyo Station,5.0,5.13,711,2.6,1.0,1.0,10,1,False,False
2024-06-11 06:00:00,Akasaka,Ebisu,12.7,5.95,780,5.1,1.0,1.0,6,1,False,False
2024-06-23 05:00:00,Akasaka,Roppongi,15.2,6.99,858,2.0,2.34,1.0,5,6,False,True
2024-06-17 02:00:00,Ebisu,Ueno,14.1,3.64,615,1.0,1.3,1.0,2,0,False,False
2024-06-09 04:00:00,Ginza,Harajuku,23.2,12.01,1228,2.0,2.34,1.0,4,6,False,True
2024-06-07 17:00:00,Tokyo Station,Shibuya,83.2,9.14,2407,10.3,5.5,2.2,17,4,True,False
2024-06-08 04:00:00,Marunouchi,Shibuya,18.9,3.87,637,1.4,2.34,1.0,4,5,False,True
2024-06-11 00:00:00,Marunouchi,Shinjuku,15.2,8.45,2117,23.7,2.86,2.2,0,1,False,False
2024-06-13 17:00:00,Ginza,Ueno,27.0,8.29,965,2.0,2.5,1.0,17,3,True,False
2024-06-08 06:00:00,Harajuku,Asakusa,12.5,10.72,2695,2.9,4.32,2.4,6,5,False,True
2024-06-04 11:00:00,Tokyo Station,Shibuya,8.2,11.22,1500,10.3,1.3,1.3,11,1,False,False
2024-06-06 20:00:00,Shinjuku,Akasaka,18.3,6.95,859,0.8,2.5,1.0,20,3,True,False
2024-06-06 06:00:00,Akihabara,Ebisu,7.3,12.45,1242,1.4,1.0,1.0,6,3,False,False
2024-06-07 06:00:00,Ebisu,Ebisu,6.7,6.78,832,14.2,1.0,1.0,6,4,False,False
2024-06-02 16:00:00,Shinjuku,Akasaka,5.6,8.51,955,0.4,1.8,1.0,16,6,False,True
2024-06-11 20:00:00,Asakusa,Ginza,17.2,10.05,1080,2.4,2.5,1.0,20,1,True,False
2024-06-03 08:00:00,Marunouchi,Marunouchi,46.6,8.32,2061,6.9,5.2,2.08,8,0,True,False
2024-06-12 04:00:00,Ikebukuro,Roppongi,22.3,3.53,988,1.3,2.08,1.6,4,2,False,False
2024-06-10 02:00:00,Marunouchi,Akasaka,10.3,1.64,466,0.1,1.3,1.0,2,0,False,False
2024-06-01 03:00:00,Akihabara,Akasaka,33.1,8.69,2203,3.4,5.15,2.2,3,5,False,True
2024-06-17 15:00:00,Shinjuku,Meguro,9.0,12.49,1869,0.7,1.5,1.5,15,0,False,False
2024-06-22 23:00:00,Harajuku,Asakusa,14.2,6.35,810,2.2,2.34,1.0,23,5,False,True
2024-06-23 15:00:00,Ikebukuro,Marunouchi,37.7,4.25,2002,0.3,5.24,2.91,15,6,False,True
2024-06-04 13:00:00,Akasaka,Ikebukuro,36.9,10.25,3198,6.3,2.86,2.86,13,1,False,False
2024-06-05 01:00:00,Shibuya,Marunouchi,11.6,4.58,680,0.1,1.3,1.0,1,2,False,False
2024-06-13 16:00:00,Shibuya,Roppongi,9.3,7.68,1350,3.6,1.5,1.5,16,3,False,False
2024-06-09 03:00:00,Ebisu,Roppongi,12.3,21.57,1904,2.6,2.34,1.0,3,6,False,True
2024-06-01 05:00:00,Roppongi,Roppongi,28.5,2.36,811,2.2,3.51,1.5,5,5,False,True
2024-06-23 11:00:00,Akasaka,Odaiba,12.6,8.56,1258,4.1,2.34,1.3,11,6,False,True
2024-06-18 17:00:00,Ginza,Ueno,60.2,10.71,2830,10.9,6.0,2.4,17,1,True,False
2024-06-05 17:00:00,Meguro,Odaiba,34.9,11.67,2533,14.7,5.2,2.08,17,2,True,False
2024-06-17 12:00:00,Shibuya,Harajuku,5.0,8.21,933,5.5,1.0,1.0,12,0,False,False
2024-06-04 17:00:00,Akihabara,Tokyo Station,24.2,8.42,1456,1.7,3.75,1.5,17,1,True,False
2024-06-23 23:00:00,Akihabara,Odaiba,26.5,3.83,644,1.4,2.34,1.0,23,6,False,True
2024-06-16 19:00:00,Ginza,Ikebukuro,267.3,17.98,7318,9.8,22.18,4.93,19,6,True,True
